airline_name,type,flight_date,timestamp,price
United Airlines,Total,14 March – 18 April,2023-02-05,"6,150"
United Airlines,Total,14 March – 19 April,2023-02-05,"6,467"
United Airlines,Total,15 March – 13 April,2023-02-05,"2,610"
United Airlines,Total,15 March – 14 April,2023-02-05,"3,152"
United Airlines,Total,15 March – 15 April,2023-02-05,"3,512"
United Airlines,Total,15 March – 16 April,2023-02-05,"4,067"
United Airlines,Total,15 March – 17 April,2023-02-05,"5,611"
United Airlines,Total,15 March – 18 April,2023-02-05,"6,196"
United Airlines,Total,15 March – 19 April,2023-02-05,"6,438"
United Airlines,Total,16 March – 13 April,2023-02-05,"2,453"
United Airlines,Total,16 March – 14 April,2023-02-05,"3,205"
United Airlines,Total,16 March – 15 April,2023-02-05,"3,502"
United Airlines,Total,16 March – 16 April,2023-02-05,"3,941"
United Airlines,Total,16 March – 17 April,2023-02-05,"5,588"
United Airlines,Total,16 March – 18 April,2023-02-05,"6,259"
United Airlines,Total,16 March – 19 April,2023-02-05,"6,420"
United Airlines,Total,17 March – 13 April,2023-02-05,"2,484"
United Airlines,Total,17 March – 14 April,2023-02-05,"3,188"
United Airlines,Total,17 March – 15 April,2023-02-05,"3,540"
United Airlines,Total,17 March – 16 April,2023-02-05,"4,082"
United Airlines,Total,17 March – 17 April,2023-02-05,"5,544"
United Airlines,Total,17 March – 18 April,2023-02-05,"6,182"
United Airlines,Total,17 March – 19 April,2023-02-05,"6,533"
United Airlines,Total,18 March – 13 April,2023-02-05,"2,466"
United Airlines,Total,18 March – 14 April,2023-02-05,"3,140"
United Airlines,Total,18 March – 15 April,2023-02-05,"3,522"
United Airlines,Total,18 March – 16 April,2023-02-05,"4,029"
United Airlines,Total,18 March – 17 April,2023-02-05,"5,597"
United Airlines,Total,18 March – 18 April,2023-02-05,"6,102"
United Airlines,Total,18 March – 19 April,2023-02-05,"6,457"
United Airlines,Departure,1880,2023-02-06,"2,256"
United Airlines,Departure,1850,2023-02-06,"1,578"
United Airlines,Departure,1200,2023-02-06,"1,506"
United Airlines,Departure,1000,2023-02-06,"1,240"
United Airlines,Departure,1900,2023-02-06,"1,793"
United Airlines,Departure,1990,2023-02-06,"1,624"
United Airlines,Departure,1760,2023-02-06,"1,809"
United Airlines,Return,13 April,2023-02-06,613
United Airlines,Return,14 April,2023-02-06,608
United Airlines,Return,15 April,2023-02-06,953
United Airlines,Return,16 April,2023-02-06,567
United Airlines,Return,17 April,2023-02-06,778
United Airlines,Return,18 April,2023-02-06,522
United Airlines,Return,19 April,2023-02-06,477
United Airlines,Total,12 March – 13 April,2023-02-06,"2,470"
United Airlines,Total,12 March – 14 April,2023-02-06,"3,227"
United Airlines,Total,12 March – 15 April,2023-02-06,"3,492"
United Airlines,Total,12 March – 16 April,2023-02-06,"4,082"
United Airlines,Total,12 March – 17 April,2023-02-06,"5,692"
United Airlines,Total,12 March – 18 April,2023-02-06,"6,192"
United Airlines,Total,12 March – 19 April,2023-02-06,"6,452"
United Airlines,Total,13 March – 13 April,2023-02-06,"2,602"
United Airlines,Total,13 March – 14 April,2023-02-06,"3,304"
United Airlines,Total,13 March – 15 April,2023-02-06,"3,545"
United Airlines,Total,13 March – 16 April,2023-02-06,"4,038"
United Airlines,Total,13 March – 17 April,2023-02-06,"5,707"
United Airlines,Total,13 March – 18 April,2023-02-06,"6,135"
United Airlines,Total,13 March – 19 April,2023-02-06,"6,519"
United Airlines,Total,14 March – 13 April,2023-02-06,"2,575"
United Airlines,Total,14 March – 14 April,2023-02-06,"3,323"
United Airlines,Total,14 March – 15 April,2023-02-06,"3,464"
United Airlines,Total,14 March – 16 April,2023-02-06,"3,948"
United Airlines,Total,14 March – 17 April,2023-02-06,"5,684"
United Airlines,Total,14 March – 18 April,2023-02-06,"6,244"
United Airlines,Total,14 March – 19 April,2023-02-06,"6,433"
United Airlines,Total,15 March – 13 April,2023-02-06,"2,431"
United Airlines,Total,15 March – 14 April,2023-02-06,"3,240"
United Airlines,Total,15 March – 15 April,2023-02-06,"3,531"
United Airlines,Total,15 March – 16 April,2023-02-06,"4,046"
United Airlines,Total,15 March – 17 April,2023-02-06,"5,630"
United Airlines,Total,15 March – 18 April,2023-02-06,"6,243"
United Airlines,Total,15 March – 19 April,2023-02-06,"6,383"
United Airlines,Total,16 March – 13 April,2023-02-06,"2,492"
United Airlines,Total,16 March – 14 April,2023-02-06,"3,293"
United Airlines,Total,16 March – 15 April,2023-02-06,"3,404"
United Airlines,Total,16 March – 16 April,2023-02-06,"3,910"
United Airlines,Total,16 March – 17 April,2023-02-06,"5,709"
United Airlines,Total,16 March – 18 April,2023-02-06,"6,138"
United Airlines,Total,16 March – 19 April,2023-02-06,"6,494"
United Airlines,Total,17 March – 13 April,2023-02-06,"2,429"
United Airlines,Total,17 March – 14 April,2023-02-06,"3,270"
United Airlines,Total,17 March – 15 April,2023-02-06,"3,542"
United Airlines,Total,17 March – 16 April,2023-02-06,"4,066"
United Airlines,Total,17 March – 17 April,2023-02-06,"5,711"
United Airlines,Total,17 March – 18 April,2023-02-06,"6,209"
United Airlines,Total,17 March – 19 April,2023-02-06,"6,489"
United Airlines,Total,18 March – 13 April,2023-02-06,"2,599"
United Airlines,Total,18 March – 14 April,2023-02-06,"3,161"
United Airlines,Total,18 March – 15 April,2023-02-06,"3,495"
United Airlines,Total,18 March – 16 April,2023-02-06,"4,080"
United Airlines,Total,18 March – 17 April,2023-02-06,"5,662"
United Airlines,Total,18 March – 18 April,2023-02-06,"6,274"
United Airlines,Total,18 March – 19 April,2023-02-06,"6,392"
United Airlines,Departure,1880,2023-02-07,"1,512"
United Airlines,Departure,1850,2023-02-07,"1,862"
United Airlines,Departure,1200,2023-02-07,"1,553"
United Airlines,Departure,1000,2023-02-07,713
United Airlines,Departure,1900,2023-02-07,"1,874"
United Airlines,Departure,1990,2023-02-07,"1,961"
United Airlines,Departure,1760,2023-02-07,"1,979"
United Airlines,Return,13 April,2023-02-07,537
United Airlines,Return,14 April,2023-02-07,748
United Airlines,Return,15 April,2023-02-07,976
United Airlines,Return,16 April,2023-02-07,605
United Airlines,Return,17 April,2023-02-07,580
United Airlines,Return,18 April,2023-02-07,559
United Airlines,Return,19 April,2023-02-07,547
United Airlines,Total,12 March – 13 April,2023-02-07,"2,551"
United Airlines,Total,12 March – 14 April,2023-02-07,"3,319"
United Airlines,Total,12 March – 15 April,2023-02-07,"3,555"
United Airlines,Total,12 March – 16 April,2023-02-07,"3,964"
United Airlines,Total,12 March – 17 April,2023-02-07,"5,715"
United Airlines,Total,12 March – 18 April,2023-02-07,"6,241"
United Airlines,Total,12 March – 19 April,2023-02-07,"6,426"
United Airlines,Total,13 March – 13 April,2023-02-07,"2,607"
United Airlines,Total,13 March – 14 April,2023-02-07,"3,304"
United Airlines,Total,13 March – 15 April,2023-02-07,"3,465"
United Airlines,Total,13 March – 16 April,2023-02-07,"3,916"
United Airlines,Total,13 March – 17 April,2023-02-07,"5,531"
United Airlines,Total,13 March – 18 April,2023-02-07,"6,125"
United Airlines,Total,13 March – 19 April,2023-02-07,"6,441"
United Airlines,Total,14 March – 13 April,2023-02-07,"2,538"
United Airlines,Total,14 March – 14 April,2023-02-07,"3,229"
United Airlines,Total,14 March – 15 April,2023-02-07,"3,451"
United Airlines,Total,14 March – 16 April,2023-02-07,"3,951"
United Airlines,Total,14 March – 17 April,2023-02-07,"5,663"
United Airlines,Total,14 March – 18 April,2023-02-07,"6,254"
United Airlines,Total,14 March – 19 April,2023-02-07,"6,419"
United Airlines,Total,15 March – 13 April,2023-02-07,"2,449"
United Airlines,Total,15 March – 14 April,2023-02-07,"3,240"
United Airlines,Total,15 March – 15 April,2023-02-07,"3,582"
United Airlines,Total,15 March – 16 April,2023-02-07,"3,902"
United Airlines,Total,15 March – 17 April,2023-02-07,"5,573"
United Airlines,Total,15 March – 18 April,2023-02-07,"6,209"
United Airlines,Total,15 March – 19 April,2023-02-07,"6,491"
United Airlines,Total,16 March – 13 April,2023-02-07,"2,480"
United Airlines,Total,16 March – 14 April,2023-02-07,"3,291"
United Airlines,Total,16 March – 15 April,2023-02-07,"3,439"
United Airlines,Total,16 March – 16 April,2023-02-07,"3,987"
United Airlines,Total,16 March – 17 April,2023-02-07,"5,636"
United Airlines,Total,16 March – 18 April,2023-02-07,"6,272"
United Airlines,Total,16 March – 19 April,2023-02-07,"6,516"
United Airlines,Total,17 March – 13 April,2023-02-07,"2,521"
United Airlines,Total,17 March – 14 April,2023-02-07,"3,227"
United Airlines,Total,17 March – 15 April,2023-02-07,"3,508"
United Airlines,Total,17 March – 16 April,2023-02-07,"3,968"
United Airlines,Total,17 March – 17 April,2023-02-07,"5,671"
United Airlines,Total,17 March – 18 April,2023-02-07,"6,102"
United Airlines,Total,17 March – 19 April,2023-02-07,"6,391"
United Airlines,Total,18 March – 13 April,2023-02-07,"2,596"
United Airlines,Total,18 March – 14 April,2023-02-07,"3,206"
United Airlines,Total,18 March – 15 April,2023-02-07,"3,422"
United Airlines,Total,18 March – 16 April,2023-02-07,"3,929"
United Airlines,Total,18 March – 17 April,2023-02-07,"5,552"
United Airlines,Total,18 March – 18 April,2023-02-07,"6,154"
United Airlines,Total,18 March – 19 April,2023-02-07,"6,518"
United Airlines,Departure,1880,2023-02-08,"1,986"
United Airlines,Departure,1850,2023-02-08,"1,657"
United Airlines,Departure,1200,2023-02-08,735
United Airlines,Departure,1000,2023-02-08,969
United Airlines,Departure,1900,2023-02-08,"2,156"
United Airlines,Departure,1990,2023-02-08,"2,112"
United Airlines,Departure,1760,2023-02-08,"1,449"
United Airlines,Return,13 April,2023-02-08,508
United Airlines,Return,14 April,2023-02-08,563
United Airlines,Return,15 April,2023-02-08,760
United Airlines,Return,16 April,2023-02-08,627
United Airlines,Return,17 April,2023-02-08,831
United Airlines,Return,18 April,2023-02-08,446
United Airlines,Return,19 April,2023-02-08,455
United Airlines,Total,12 March – 13 April,2023-02-08,"2,521"
United Airlines,Total,12 March – 14 April,2023-02-08,"3,150"
United Airlines,Total,12 March – 15 April,2023-02-08,"3,482"
United Airlines,Total,12 March – 16 April,2023-02-08,"4,051"
United Airlines,Total,12 March – 17 April,2023-02-08,"5,709"
United Airlines,Total,12 March – 18 April,2023-02-08,"6,225"
United Airlines,Total,12 March – 19 April,2023-02-08,"6,364"
United Airlines,Total,13 March – 13 April,2023-02-08,"2,530"
United Airlines,Total,13 March – 14 April,2023-02-08,"3,227"
United Airlines,Total,13 March – 15 April,2023-02-08,"3,488"
United Airlines,Total,13 March – 16 April,2023-02-08,"4,078"
United Airlines,Total,13 March – 17 April,2023-02-08,"5,590"
United Airlines,Total,13 March – 18 April,2023-02-08,"6,147"
United Airlines,Total,13 March – 19 April,2023-02-08,"6,488"
United Airlines,Total,14 March – 13 April,2023-02-08,"2,493"
United Airlines,Total,14 March – 14 April,2023-02-08,"3,193"
United Airlines,Total,14 March – 15 April,2023-02-08,"3,539"
United Airlines,Total,14 March – 16 April,2023-02-08,"3,999"
United Airlines,Total,14 March – 17 April,2023-02-08,"5,658"
United Airlines,Total,14 March – 18 April,2023-02-08,"6,143"
United Airlines,Total,14 March – 19 April,2023-02-08,"6,500"
United Airlines,Total,15 March – 13 April,2023-02-08,"2,586"
United Airlines,Total,15 March – 14 April,2023-02-08,"3,267"
United Airlines,Total,15 March – 15 April,2023-02-08,"3,549"
United Airlines,Total,15 March – 16 April,2023-02-08,"4,043"
United Airlines,Total,15 March – 17 April,2023-02-08,"5,607"
United Airlines,Total,15 March – 18 April,2023-02-08,"6,179"
United Airlines,Total,15 March – 19 April,2023-02-08,"6,440"
United Airlines,Total,16 March – 13 April,2023-02-08,"2,476"
United Airlines,Total,16 March – 14 April,2023-02-08,"3,294"
United Airlines,Total,16 March – 15 April,2023-02-08,"3,450"
United Airlines,Total,16 March – 16 April,2023-02-08,"4,062"
United Airlines,Total,16 March – 17 April,2023-02-08,"5,544"
United Airlines,Total,16 March – 18 April,2023-02-08,"6,221"
United Airlines,Total,16 March – 19 April,2023-02-08,"6,378"
United Airlines,Total,17 March – 13 April,2023-02-08,"2,505"
United Airlines,Total,17 March – 14 April,2023-02-08,"3,262"
United Airlines,Total,17 March – 15 April,2023-02-08,"3,568"
United Airlines,Total,17 March – 16 April,2023-02-08,"3,886"
United Airlines,Total,17 March – 17 April,2023-02-08,"5,646"
United Airlines,Total,17 March – 18 April,2023-02-08,"6,188"
United Airlines,Total,17 March – 19 April,2023-02-08,"6,503"
United Airlines,Total,18 March – 13 April,2023-02-08,"2,555"
United Airlines,Total,18 March – 14 April,2023-02-08,"3,240"
United Airlines,Total,18 March – 15 April,2023-02-08,"3,429"
United Airlines,Total,18 March – 16 April,2023-02-08,"4,044"
United Airlines,Total,18 March – 17 April,2023-02-08,"5,610"
United Airlines,Total,18 March – 18 April,2023-02-08,"6,222"
United Airlines,Total,18 March – 19 April,2023-02-08,"6,503"
United Airlines,Departure,1880,2023-02-09,"1,647"
United Airlines,Departure,1850,2023-02-09,"1,514"
United Airlines,Departure,1200,2023-02-09,"1,676"
United Airlines,Departure,1000,2023-02-09,"1,199"
United Airlines,Departure,1900,2023-02-09,"2,063"
United Airlines,Departure,1990,2023-02-09,"1,821"
United Airlines,Departure,1760,2023-02-09,"1,340"
United Airlines,Return,13 April,2023-02-09,683
United Airlines,Return,14 April,2023-02-09,654
United Airlines,Return,15 April,2023-02-09,862
United Airlines,Return,16 April,2023-02-09,663
United Airlines,Return,17 April,2023-02-09,577
United Airlines,Return,18 April,2023-02-09,433
United Airlines,Return,19 April,2023-02-09,559
United Airlines,Total,12 March – 13 April,2023-02-09,"2,531"
United Airlines,Total,12 March – 14 April,2023-02-09,"3,127"
United Airlines,Total,12 March – 15 April,2023-02-09,"3,401"
United Airlines,Total,12 March – 16 April,2023-02-09,"4,016"
United Airlines,Total,12 March – 17 April,2023-02-09,"5,694"
United Airlines,Total,12 March – 18 April,2023-02-09,"6,199"
United Airlines,Total,12 March – 19 April,2023-02-09,"6,474"
United Airlines,Total,13 March – 13 April,2023-02-09,"2,488"
United Airlines,Total,13 March – 14 April,2023-02-09,"3,245"
United Airlines,Total,13 March – 15 April,2023-02-09,"3,490"
United Airlines,Total,13 March – 16 April,2023-02-09,"4,035"
United Airlines,Total,13 March – 17 April,2023-02-09,"5,522"
United Airlines,Total,13 March – 18 April,2023-02-09,"6,133"
United Airlines,Total,13 March – 19 April,2023-02-09,"6,369"
United Airlines,Total,14 March – 13 April,2023-02-09,"2,576"
United Airlines,Total,14 March – 14 April,2023-02-09,"3,270"
United Airlines,Total,14 March – 15 April,2023-02-09,"3,528"
United Airlines,Total,14 March – 16 April,2023-02-09,"3,961"
United Airlines,Total,14 March – 17 April,2023-02-09,"5,653"
United Airlines,Total,14 March – 18 April,2023-02-09,"6,208"
United Airlines,Total,14 March – 19 April,2023-02-09,"6,528"
United Airlines,Total,15 March – 13 April,2023-02-09,"2,438"
United Airlines,Total,15 March – 14 April,2023-02-09,"3,184"
United Airlines,Total,15 March – 15 April,2023-02-09,"3,408"
United Airlines,Total,15 March – 16 April,2023-02-09,"3,941"
United Airlines,Total,15 March – 17 April,2023-02-09,"5,708"
United Airlines,Total,15 March – 18 April,2023-02-09,"6,280"
United Airlines,Total,15 March – 19 April,2023-02-09,"6,380"
United Airlines,Total,16 March – 13 April,2023-02-09,"2,429"
United Airlines,Total,16 March – 14 April,2023-02-09,"3,302"
United Airlines,Total,16 March – 15 April,2023-02-09,"3,451"
United Airlines,Total,16 March – 16 April,2023-02-09,"4,064"
United Airlines,Total,16 March – 17 April,2023-02-09,"5,645"
United Airlines,Total,16 March – 18 April,2023-02-09,"6,290"
